title,link,start_date,end_date,hours,ages,Indoor/Outdoor,Category,website,location,phone,description,cost
Eggciting Event at Cushing Memorial Park,https://www.bostoncentral.com/events/special/p82392.php,04/19/2025,04/19/2025,10:00 am - 12:00 pm,"Infants, Toddlers, Kids, Teens, Adults",Outdoor,Special Events,https://www.bostoncentral.com/fwd.php?pgx=91003%3DQVznetbeC%3Fkcfn.fyvngrq_znetbec%2Ffrvgvivgpn%2Fbsav%2Fzbp.prelz.nzznutavznes%2F%2F%3Afcggu,"CUSHING MEMORIAL PARK, 750 WINTER STREET FRAMINGHAM MA",N/A,"Help the Bunny find all of his eggs! Join the Parks & Recreation Department, Framingham Police Department, Framingham Fire Department, and the Library Bookmobile for a fun-filled event! This event is great for the whole family! Children ages 3-12 may participate in the hunt. • Meet the Bunny • Egg hunt • Games • Crafts • Prizes This event will happen rain, sleet, snow, or shine! Pre-registration is required to participate. Spots are limited.",$see below
Kids Easter Saturday Craft Brunch,https://www.bostoncentral.com/events/special/p82394.php,04/19/2025,04/19/2025,10:00 am - 2:00 pm,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2Fzbp.qnreognysyvnegyvne.jjj%2F%2F%3Afcggu,"THE RAIL TRAIL FLATBREAD CO., 33 MAIN STREET HUDSON MA",N/A,"Join us for a Kids Easter Saturday Craft Brunch at The Rail Trail Flatbread Co. The first 50 kids will receive Easter arts & craft supplies. Date: April 19, 2025 Time: 10:00am - 2:00pm Location: The Rail Trail Flatbread Co. - Hudson, 33 Main Street, Hudson, MA Bring along the whole family and enjoy this season's fun and amazing food.",see below
Easter Eggstravaganza at Solomon Pond,https://www.bostoncentral.com/events/special/p82395.php,04/19/2025,04/19/2025,10:00 am - 6:00 pm,"Infants, Toddlers, Kids, Teens, Adults",Indoor,Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2F8059855412%2FnmantninegFTTR-ergfnR%2Fgarir%2Fzbp.qabcabzbybfgvfvi%2F%2F%3Afcggu,"SOLOMON POND MALL, 601 DONALD LYNCH BLVD MARLBOROUGH MA",N/A,"🐰🎉 EASTER EGGSTRAVAGANZA at Solomon Pond Mall! 🎉🐰 Join us on Saturday, April 19 for a fun-filled day of Easter magic! 🌼💖 ✨ Meet & Greet with Bingo & Bluey (12-2 PM) – Snap pics with your favorite pups! 🐾📸 FREE 📸 Photos with the Easter Bunny (10 AM - 6 PM) – Capture memories to cherish forever! 🐰💖 🎨 Face Painting with Mz. Donna (11 AM - 2 PM) – Get creative with amazing face art! 🎨🌟 FREE 🎵 Live Music (1-3 PM) – Enjoy lively tunes while you celebrate! 🎸🎤 FREE 🎂🐣 Fun for the whole family! Don’t miss out – we can’t wait to see you there! 📍Solomon Pond Mall WEBSITE ↑ top visitsolomonpond.com/event/Easter-EGGStravaganza/2145589508/ LOCATION ↑ top Solomon Pond Mall, 601 Donald Lynch Blvd, Marlborough, MA, 01752 map RELATED LINKS ↑ top Profiles Special Events Events Easter Eggstravaganza at Solomon Pond , 4/19/25-4/19/25 Info changes frequently. We cannot warrant it.  Verify with Easter Eggstravaganza at Solomon Pond before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Easter Egg Hunt at Millville,https://www.bostoncentral.com/events/special/p82397.php,04/19/2025,04/19/2025,10:30 am - 11:30 pm,"Toddlers, Kids","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2F3-gahu-ttr-ergfnr%2Fgarir%2Fteb.leneovyryyviyyvz.jjj%2F%2F%3Afcggu,"MILLVILLE FREE PUBLIC LIBRARY, 169 MAIN ST. MILLVILLE MA",N/A,"Join us for our annual Easter Egg Hunt! Bring your Easter basket and arrive at 10:30 AM; make some fun Easter-themed crafts, and get your picture taken with the Easter Bunny! The hunt will begin at 11 AM. Please register for this event before Thursday April 17 so we can ensure the Easter Bunny leaves enough eggs for everyone. To register, email librarian@millvillema.org or send the Library a message on Facebook. This event is made possible thanks to a grant from the Millville Cultural Council. WEBSITE ↑ top www.millvillelibrary.org/event/easter-egg-hunt-3/ LOCATION ↑ top Millville Free Public Library, 169 Main St., Millville, MA, 01529 map RELATED LINKS ↑ top Profiles Special Events Events Easter Egg Hunt at Millville , 4/19/25-4/19/25 Info changes frequently. We cannot warrant it.  Verify with Easter Egg Hunt at Millville before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
High Lift Candy Drop & Egg Hunt,https://www.bostoncentral.com/events/special/p82401.php,04/19/2025,04/19/2025,11:00 am - 4:00 pm,"Infants, Toddlers, Kids, Teens",Outdoor,Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2Ffgrxpvg%2Fzbp.qanyzensfvinq%2F%2F%3Afcggu,"DAVI'S FARMLAND DISCOVERY FARM, 145 REDSTONE HILL STERLING MA",N/A,"Join Us for an EGG-cellent Easter Weekend FUN! 🐰 Hop on over for a weekend full of egg-citement! High Lift Candy Drop & Egg Hunt 🗓️ Saturday & Sunday (Apri19th & 20th) ⏰ 11 AM, 1 PM, & 3 PM Hunt for eggs and candy in the most egg-straordinary way! PLUS an EGG-stra Special Meet & Greet with the Easter Bunny! (Easter weekend events are included with your admission/membership to Davis Farmland.) See website for 2025 ticket pricing.",$$see below
Teddy Bear Check-up,https://www.bostoncentral.com/events/annimals/p82412.php,04/19/2025,04/19/2025,9:00 am - 1:00 pm,"Toddlers, Kids",Indoor,Animals,https://www.bostoncentral.com/fwd.php?pgx=%2Fch-xprup-enro-lqqrg%2Frtntar%2Fteb.qanytarjrabbm.jjj%2F%2F%3Afcggu,"STONE ZOO, 149 POND ST. STONEHAM MA",N/A,"Our team will give your plush pal a special check-up to make sure it's in tip-top shape. Checkup stations throughout the Zoo will test teddy bears’ heartbeats, reflexes and sight, while teaching about how veterinary staff look after animals' health. After visiting each station, teddy bears will receive certificates of good health! Afterward, enjoy bear-themed crafts and activities, and learn all about black bears Bubba and Smoky at our 10:00 a.m. keeper chat. Just Fur Fun • Learn more about black bears. • Come dressed for the occasion in your own black bear mask. • Zoodopts support the care and feeding of our animals, and with each purchase, we'll bring a little of the Zoo to you! • Zoodopt a bear. • Color a bear.",Free
Easter Hunt at The Boroughs Collective,https://www.bostoncentral.com/events/special/p82414.php,04/19/2025,04/19/2025,12:00 pm - 3:30 pm,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2FgtEgaZtPN1%2Frenuf%2Fzbp.xbborpns.jjj%2F%2F%3Afcggu,"THE BOROUGHS COLLECTIVE, 21 WEST MAIN STREET WESTBOROUGH MA",N/A,"Join us for a festive Easter celebration filled with fun and surprises! ✨ Blind Bunny Pick – Make a purchase and pick an egg for a chance to win a bottle of bubbly! 🍾 🥚 Easter Egg Hunt for Kids – While parents browse, children can search for hidden eggs filled with chocolates, stickers, and little surprises! Hop on over for a delightful afternoon of shopping, scavenging, and seasonal cheer! 🌸🐣",see below
Easter Egg Hunt Fundraiser for Holliston Pantry Shelf,https://www.bostoncentral.com/events/special/p82415.php,04/19/2025,04/19/2025,2:30 pm - 3:00 pm,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=eg%3Dqrgfrhdre_gvqr%26tkLWxCQcy5-_MOkDVmhVXd_zrn_1kVlWuGbZJSGLIkAXk7wkDjq2cYHTxRy2788w-ic8ejt9lDyD2ZDWVn6lyxUONNZkVDoyS2NhEUryI-fyWjnwk2LjV%3Dqvypos%26qp72sr76%3Dfg%3Fzebsjrvi%2F8AlseLhSJF51QgF6JUGgspxTC0juGmo-cGS0lmaWi0I1%2Fq%2Ffzebs%2Fzbp.rytbbt.fpbq%2F%2F%3Afcggu,"MILLER ELEMENTARY SCHOOL, 235 WOODLAND STREET HOLLISTON MA",N/A,"This Easter Egg Hunt is a fundraiser for the Holliston Pantry Shelf (part of a National Honors Society project) and will be held at the Holliston Miller Elementary School Playground on Saturday April 19th, 2025 at 2:30pm. Entry will be $8 (or $5 if you bring a food pantry item). You can either pre-pay through the Venmo linked on the registration form or with cash the day of. Baskets will not be provided so you are welcome to bring your own. This event will be open to kids 12 and under. Contact the organizers at sarahkk117@gmail.com or paigegk117@gmail.com Click HERE to register.",$5 - $8
Annual Easter Egg Hunt at Great Brook Farm,https://www.bostoncentral.com/events/special/p82418.php,04/19/2025,04/19/2025,10:00 am,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2FDMOleu4o51%2Frenuf%2Fzbp.xbborpns.jjj%2F%2F%3Afcggu,"GREAT BROOK FARM, 165 NORTH ROAD CARLISLE MA",N/A,"We were overjoyed by the attendance last year, so this year we’ll be filling even more eggs! Be sure to arrive a few minutes early. The hunt will begin promptly at 10AM and typically only lasts a few minutes. There will also be coffee & some breakfast treats for your enjoyment so feel free to stick around a bit. This event is free of cost. WEBSITE ↑ top www.facebook.com/share/15b4hryBZQ/ LOCATION ↑ top Great Brook Farm, 165 North Road, Carlisle, MA, 01741 map RELATED LINKS ↑ top Profiles Special Events School Vacation Events Annual Easter Egg Hunt at Great Brook Farm... , 4/19/25-4/19/25 Info changes frequently. We cannot warrant it.  Verify with Annual Easter Egg Hunt at Great Brook Farm before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Easter Egg Hunt & Bunny Photos,https://www.bostoncentral.com/events/special/p82420.php,04/19/2025,04/19/2025,11:00 am,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Special Events,https://www.bostoncentral.com/fwd.php?pgx=%2F3Fl8UQJjU1%2Frenuf%2Fzbp.xbborpns.jjj%2F%2F%3Afcggu,"HIGH OCTANE HARLEY - DAVIDSON, 1 CHELMSFORD ROAD BILLERICA MA",N/A,"HOP ON OVER FOR A FUN-FILLED EASTER EGG HUNT EXTRAVAGANZA!🐣🎊 This EGGciting event is perfect for kids and adults alike, promising a day of adventure, candy, prizes, toys, and more! THE HUNT IS ON!🔍 We’re packing eggs with candy, prizes, and surprises and hiding them all over the dealership! Each age group gets their own hunting ground, so everyone gets a fair shot at the loot! Whether you’re a kid or just a kid at heart, there’s plenty up for grabs! AND GUESS WHO’S HOPPING BY? THE EASTER BUNNY!🐰📸 Don’t forget to grab a photo! Snap a pic and make some Easter memories while you’re here! FREE LUNCH & DRINKS🍽️🥤 Fill up on with sandwiches, chips, and cookies! Plus, while you're here, take a look at the latest Harley models and chat with fellow riders! Ready to hop into action?🎉 Bring the whole family and let’s make this Easter one to remember! WEBSITE ↑ top www.facebook.com/share/1HwWDH8yS3/ LOCATION ↑ top High Octane Harley - Davidson, 1 Chelmsford Road, Billerica, MA, 01862 map RELATED LINKS ↑ top Profiles Special Events Events Easter Egg Hunt & Bunny Photos , 4/19/25-4/19/25 Info changes frequently. We cannot warrant it.  Verify with Easter Egg Hunt & Bunny Photos before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Kids Week at Boston Public Market,https://www.bostoncentral.com/events/schoolvacationweek/p82425.php,04/19/2025,04/25/2025,Varies by day and activity - see listing,"Toddlers, Kids, Teens, Adults",Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=%2Ffgarir%2Fteb.grxenzpvyohcabgfbo%2F%2F%3Afcggu,BOSTON PUBLIC MARKET BOSTON MA,N/A,"During April break, they’ll have drop-in crafts, animal adventures, face painting, allergy-friendly cookie decorating, storytime with Rosalita’s Puppets, Earth Day gardening activities, and more. 🗓 April 19 – April 25, 2025 📍 Boston Public Market, 100 Hanover Street, Boston, MA 👨‍👩‍👧‍👦 Family-Friendly Events All Week Long! Join us for Kid Week at Boston Public Market — a fun-filled week packed with creative workshops, engaging storytimes, and hands-on activities for kids of all ages! Here’s what’s happening each day: Monday, April 21 11:00 AM – 6:00 PM Handstamp Your Own Jewelry with Oohjacquelina Get crafty with this unique hands-on jewelry stamping activity! Tuesday, April 22 10:30 AM – 11:15 AM Kids' Musical Storytelling with New England Conservatory An interactive music and story experience for little ones. 11:00 AM – 11:30 AM Boston Public Market Tour Learn all about the vendors and local products. 12:00 PM – 2:00 PM Kids’ Earth Day Cookie Decorating Drop-In with Jennifer Lee’s Bakery Celebrate Earth Day by decorating delicious cookies! 3:00 PM – 4:00 PM Earth Day Storytime with Rosalita’s Puppets Enjoy lively puppet storytelling with an eco-friendly theme. Wednesday, April 23 10:30 AM – 11:30 AM Kids’ Birthday Party: BPM’s 10th Birthday! Celebrate the Market’s 10th birthday with family fun and treats. 12:00 PM – 2:00 PM Kids’ Friendship Bracelet Making (Drop-In) A creative crafting session for making colorful friendship bands. 3:00 PM – 5:30 PM Kids’ Design a Garden City with Amy Chiu A unique workshop to spark creativity and urban garden ideas. 6:00 PM – 8:00 PM Stump Trivia (Note: May be more adult-focused) Thursday, April 24 10:30 AM – 11:30 AM Animal Adventures Meet and learn about fascinating animals in a kid-friendly session. 12:00 PM – 2:00 PM Kids’ Flower Craft (Drop-In) Celebrate spring with hands-on flower crafting. 3:00 PM – 4:00 PM Kids’ Reading Practice with Service Dog Jax Boost reading confidence with the help of a gentle and attentive therapy dog. 5:30 PM – 6:30 PM Earth Day Evening Yoga Flow with SOMA Yoga & Mother Juice Unwind together with a calming Earth Day yoga session. Friday, April 25 11:00 AM – 11:30 AM Boston Public Market Tour A fun and educational walk through the market. 6:00 PM – 7:30 PM Glass Gardens: Terrarium Workshop with Bluebird Bouquets Create your own mini glass garden to take home. 6:00 PM – 7:00 PM *Date Night: Paint Your Partner (Not kid-focused, but still a great parents’ evening option!) 🎉 Don’t miss this special week celebrating creativity, nature, and fun for families at Boston Public Market! WEBSITE ↑ top bostonpublicmarket.org/events/ LOCATION ↑ top 100 Hanover Street, Boston, MA, 02108 map RELATED LINKS ↑ top Profiles School Vacation Localities Boston Info changes frequently. We cannot warrant it.  Verify with Kids Week at Boston Public Market before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
